Titre,Annee_de_sortie,Duree,Genre,Realisateur,Note,Nombre_de_votants,Acteurs,Affiche,Recettes
Live Free or Die Hard,2007,128,"['Action', 'Thriller']",Len Wiseman,7.1,416325.0,Bruce Willis,/31TT47YjBl7a7uvJ3ff1nrirXhP.jpg,383531464.0
Live Free or Die Hard,2007,128,"['Action', 'Thriller']",Len Wiseman,7.1,416325.0,Justin Long,/31TT47YjBl7a7uvJ3ff1nrirXhP.jpg,383531464.0
Live Free or Die Hard,2007,128,"['Action', 'Thriller']",Len Wiseman,7.1,416325.0,Timothy Olyphant,/31TT47YjBl7a7uvJ3ff1nrirXhP.jpg,383531464.0
Live Free or Die Hard,2007,128,"['Action', 'Thriller']",Len Wiseman,7.1,416325.0,Maggie Q,/31TT47YjBl7a7uvJ3ff1nrirXhP.jpg,383531464.0
The Barbarian Invasions,2003,99,"['Comedy', 'Crime', 'Drama']",Denys Arcand,7.5,29843.0,Rémy Girard,/ekmFbyMgm3SPklSlDUW1wZ33yMP.jpg,3432342.0
The Barbarian Invasions,2003,99,"['Comedy', 'Crime', 'Drama']",Denys Arcand,7.5,29843.0,Dorothée Berryman,/ekmFbyMgm3SPklSlDUW1wZ33yMP.jpg,3432342.0
The Barbarian Invasions,2003,99,"['Comedy', 'Crime', 'Drama']",Denys Arcand,7.5,29843.0,Stéphane Rousseau,/ekmFbyMgm3SPklSlDUW1wZ33yMP.jpg,3432342.0
The Barbarian Invasions,2003,99,"['Comedy', 'Crime', 'Drama']",Denys Arcand,7.5,29843.0,Marie-Josée Croze,/ekmFbyMgm3SPklSlDUW1wZ33yMP.jpg,3432342.0
Infernal Affairs,2002,101,"['Action', 'Crime', 'Drama']",Non renseigné,8.0,129486.0,Andy Lau,/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg,8708932.0
Infernal Affairs,2002,101,"['Action', 'Crime', 'Drama']",Non renseigné,8.0,129486.0,Tony Leung Chiu-wai,/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg,8708932.0
Infernal Affairs,2002,101,"['Action', 'Crime', 'Drama']",Non renseigné,8.0,129486.0,Anthony Chau-Sang Wong,/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg,8708932.0
Infernal Affairs,2002,101,"['Action', 'Crime', 'Drama']",Non renseigné,8.0,129486.0,Eric Tsang,/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg,8708932.0
The Mudge Boy,2003,94,"['Crime', 'Drama', 'Romance']",Michael Burke,7.1,4640.0,Emile Hirsch,/qS25mAemkEFIaGNuNQ85NzbwCAH.jpg,62852.0
The Mudge Boy,2003,94,"['Crime', 'Drama', 'Romance']",Michael Burke,7.1,4640.0,Richard Jenkins,/qS25mAemkEFIaGNuNQ85NzbwCAH.jpg,62852.0
The Mudge Boy,2003,94,"['Crime', 'Drama', 'Romance']",Michael Burke,7.1,4640.0,Tom Guiry,/qS25mAemkEFIaGNuNQ85NzbwCAH.jpg,62852.0
The Mudge Boy,2003,94,"['Crime', 'Drama', 'Romance']",Michael Burke,7.1,4640.0,Pablo Schreiber,/qS25mAemkEFIaGNuNQ85NzbwCAH.jpg,62852.0
Palabras encadenadas,2003,89,"['Crime', 'Drama', 'Thriller']",Laura Mañá,7.0,2486.0,Darío Grandinetti,/v8cJwKbYd9v73DEy9qvEOVoRafT.jpg,188500.0
Palabras encadenadas,2003,89,"['Crime', 'Drama', 'Thriller']",Laura Mañá,7.0,2486.0,Goya Toledo,/v8cJwKbYd9v73DEy9qvEOVoRafT.jpg,188500.0
Palabras encadenadas,2003,89,"['Crime', 'Drama', 'Thriller']",Laura Mañá,7.0,2486.0,Fernando Guillén,/v8cJwKbYd9v73DEy9qvEOVoRafT.jpg,188500.0
Palabras encadenadas,2003,89,"['Crime', 'Drama', 'Thriller']",Laura Mañá,7.0,2486.0,Eric Bonicatto,/v8cJwKbYd9v73DEy9qvEOVoRafT.jpg,188500.0
Being Julia,2004,104,"['Comedy', 'Drama', 'Romance']",István Szabó,7.0,12844.0,Annette Bening,/wiJp4pN2bYgtWQqZYZhGNLeFmx8.jpg,14339171.0
Being Julia,2004,104,"['Comedy', 'Drama', 'Romance']",István Szabó,7.0,12844.0,Michael Gambon,/wiJp4pN2bYgtWQqZYZhGNLeFmx8.jpg,14339171.0
Being Julia,2004,104,"['Comedy', 'Drama', 'Romance']",István Szabó,7.0,12844.0,Maury Chaykin,/wiJp4pN2bYgtWQqZYZhGNLeFmx8.jpg,14339171.0
Being Julia,2004,104,"['Comedy', 'Drama', 'Romance']",István Szabó,7.0,12844.0,Jeremy Irons,/wiJp4pN2bYgtWQqZYZhGNLeFmx8.jpg,14339171.0
The Station Agent,2003,89,"['Comedy', 'Drama']",Tom McCarthy,7.6,72560.0,Peter Dinklage,/kjJg6eJa9I9flfHaJG67ecEv8YX.jpg,8679814.0
The Station Agent,2003,89,"['Comedy', 'Drama']",Tom McCarthy,7.6,72560.0,Patricia Clarkson,/kjJg6eJa9I9flfHaJG67ecEv8YX.jpg,8679814.0
The Station Agent,2003,89,"['Comedy', 'Drama']",Tom McCarthy,7.6,72560.0,Bobby Cannavale,/kjJg6eJa9I9flfHaJG67ecEv8YX.jpg,8679814.0
The Station Agent,2003,89,"['Comedy', 'Drama']",Tom McCarthy,7.6,72560.0,Paul Benjamin,/kjJg6eJa9I9flfHaJG67ecEv8YX.jpg,8679814.0
Bus 174,2002,150,"['Crime', 'Documentary']",Non renseigné,7.8,8531.0,Non renseigné,/30v64yPfBbNSmnYHShExuWlXUJh.jpg,217201.0
Monster,2003,109,"['Biography', 'Crime', 'Drama']",Patty Jenkins,7.3,158998.0,Charlize Theron,/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg,60378584.0
Monster,2003,109,"['Biography', 'Crime', 'Drama']",Patty Jenkins,7.3,158998.0,Christina Ricci,/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg,60378584.0
Monster,2003,109,"['Biography', 'Crime', 'Drama']",Patty Jenkins,7.3,158998.0,Bruce Dern,/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg,60378584.0
Monster,2003,109,"['Biography', 'Crime', 'Drama']",Patty Jenkins,7.3,158998.0,Lee Tergesen,/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg,60378584.0
Capturing the Friedmans,2003,107,"['Biography', 'Crime', 'Documentary']",Andrew Jarecki,7.7,26709.0,Non renseigné,/qWdMQj0HN7QxKxEkm0tk04nuAQ2.jpg,4076990.0
Unleashed,2005,103,"['Action', 'Crime', 'Thriller']",Louis Leterrier,7.0,106952.0,Jet Li,/eOmXfQgDLUndae2xnwJfV0JZ2JN.jpg,50871113.0
Unleashed,2005,103,"['Action', 'Crime', 'Thriller']",Louis Leterrier,7.0,106952.0,Bob Hoskins,/eOmXfQgDLUndae2xnwJfV0JZ2JN.jpg,50871113.0
Unleashed,2005,103,"['Action', 'Crime', 'Thriller']",Louis Leterrier,7.0,106952.0,Morgan Freeman,/eOmXfQgDLUndae2xnwJfV0JZ2JN.jpg,50871113.0
Unleashed,2005,103,"['Action', 'Crime', 'Thriller']",Louis Leterrier,7.0,106952.0,Kerry Condon,/eOmXfQgDLUndae2xnwJfV0JZ2JN.jpg,50871113.0
Latter Days,2003,107,"['Comedy', 'Drama', 'Romance']",C. Jay Cox,7.0,18378.0,Wes Ramsey,/uwzJL11Xp6h8stocOz6E8e2LWtB.jpg,819939.0
Latter Days,2003,107,"['Comedy', 'Drama', 'Romance']",C. Jay Cox,7.0,18378.0,Steve Sandvoss,/uwzJL11Xp6h8stocOz6E8e2LWtB.jpg,819939.0
Latter Days,2003,107,"['Comedy', 'Drama', 'Romance']",C. Jay Cox,7.0,18378.0,Mary Kay Place,/uwzJL11Xp6h8stocOz6E8e2LWtB.jpg,819939.0
Latter Days,2003,107,"['Comedy', 'Drama', 'Romance']",C. Jay Cox,7.0,18378.0,Amber Benson,/uwzJL11Xp6h8stocOz6E8e2LWtB.jpg,819939.0
The SpongeBob SquarePants Movie,2004,87,"['Adventure', 'Animation', 'Comedy']",Non renseigné,7.1,99475.0,Tom Kenny,/gjZD811kfY1ideNuBukcuCy8ocA.jpg,140161792.0
The SpongeBob SquarePants Movie,2004,87,"['Adventure', 'Animation', 'Comedy']",Non renseigné,7.1,99475.0,Jeffrey Tambor,/gjZD811kfY1ideNuBukcuCy8ocA.jpg,140161792.0
The SpongeBob SquarePants Movie,2004,87,"['Adventure', 'Animation', 'Comedy']",Non renseigné,7.1,99475.0,Rodger Bumpass,/gjZD811kfY1ideNuBukcuCy8ocA.jpg,140161792.0
The SpongeBob SquarePants Movie,2004,87,"['Adventure', 'Animation', 'Comedy']",Non renseigné,7.1,99475.0,Carolyn Lawrence,/gjZD811kfY1ideNuBukcuCy8ocA.jpg,140161792.0
Khakee,2004,174,"['Action', 'Crime', 'Drama']",Rajkumar Santoshi,7.4,16448.0,Amitabh Bachchan,/dMsqwWFl51t8jXR0tWzjEuO8H4l.jpg,6546059.0
Khakee,2004,174,"['Action', 'Crime', 'Drama']",Rajkumar Santoshi,7.4,16448.0,Akshay Kumar,/dMsqwWFl51t8jXR0tWzjEuO8H4l.jpg,6546059.0
Khakee,2004,174,"['Action', 'Crime', 'Drama']",Rajkumar Santoshi,7.4,16448.0,Ajay Devgn,/dMsqwWFl51t8jXR0tWzjEuO8H4l.jpg,6546059.0
Khakee,2004,174,"['Action', 'Crime', 'Drama']",Rajkumar Santoshi,7.4,16448.0,Aishwarya Rai Bachchan,/dMsqwWFl51t8jXR0tWzjEuO8H4l.jpg,6546059.0
The Cat Returns,2002,75,"['Adventure', 'Animation', 'Comedy']",Hiroyuki Morita,7.1,61907.0,Chizuru Ikewaki,/pqyY7IEWkCWNZ7EuRStQaJITEta.jpg,54016370.0
The Cat Returns,2002,75,"['Adventure', 'Animation', 'Comedy']",Hiroyuki Morita,7.1,61907.0,Yoshihiko Hakamada,/pqyY7IEWkCWNZ7EuRStQaJITEta.jpg,54016370.0
The Cat Returns,2002,75,"['Adventure', 'Animation', 'Comedy']",Hiroyuki Morita,7.1,61907.0,Aki Maeda,/pqyY7IEWkCWNZ7EuRStQaJITEta.jpg,54016370.0
The Cat Returns,2002,75,"['Adventure', 'Animation', 'Comedy']",Hiroyuki Morita,7.1,61907.0,Takayuki Yamada,/pqyY7IEWkCWNZ7EuRStQaJITEta.jpg,54016370.0
Walk on Water,2004,103,"['Drama', 'Mystery', 'Thriller']",Eytan Fox,7.3,7002.0,Lior Ashkenazi,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg,444.0
Walk on Water,2004,103,"['Drama', 'Mystery', 'Thriller']",Eytan Fox,7.3,7002.0,Knut Berger,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg,444.0
Walk on Water,2004,103,"['Drama', 'Mystery', 'Thriller']",Eytan Fox,7.3,7002.0,Caroline Peters,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg,444.0
Walk on Water,2004,103,"['Drama', 'Mystery', 'Thriller']",Eytan Fox,7.3,7002.0,Gideon Shemer,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg,444.0
Godfather,1991,150,"['Comedy', 'Drama', 'Romance']",Non renseigné,8.6,3894.0,N.N. Pillai,/xnsLPhy3IkgDFDZQjLofOgPDa5d.jpg,700000.0
Godfather,1991,150,"['Comedy', 'Drama', 'Romance']",Non renseigné,8.6,3894.0,Mukesh,/xnsLPhy3IkgDFDZQjLofOgPDa5d.jpg,700000.0
Godfather,1991,150,"['Comedy', 'Drama', 'Romance']",Non renseigné,8.6,3894.0,Philomina,/xnsLPhy3IkgDFDZQjLofOgPDa5d.jpg,700000.0
Godfather,1991,150,"['Comedy', 'Drama', 'Romance']",Non renseigné,8.6,3894.0,Thilakan,/xnsLPhy3IkgDFDZQjLofOgPDa5d.jpg,700000.0
Meesha Madhavan,2002,165,"['Comedy', 'Drama']",Lal Jose,8.0,1837.0,Dileep,/xpelfM80wAS2Od8qYa26AKyoi73.jpg,225000.0
Meesha Madhavan,2002,165,"['Comedy', 'Drama']",Lal Jose,8.0,1837.0,Kavya Madhavan,/xpelfM80wAS2Od8qYa26AKyoi73.jpg,225000.0
Meesha Madhavan,2002,165,"['Comedy', 'Drama']",Lal Jose,8.0,1837.0,Indrajith Sukumaran,/xpelfM80wAS2Od8qYa26AKyoi73.jpg,225000.0
Meesha Madhavan,2002,165,"['Comedy', 'Drama']",Lal Jose,8.0,1837.0,Jagathy Sreekumar,/xpelfM80wAS2Od8qYa26AKyoi73.jpg,225000.0
Memories of Murder,2003,131,"['Crime', 'Drama', 'Mystery']",Bong Joon Ho,8.1,206517.0,Song Kang-ho,/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg,26000000.0
Memories of Murder,2003,131,"['Crime', 'Drama', 'Mystery']",Bong Joon Ho,8.1,206517.0,Kim Sang-kyung,/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg,26000000.0
Memories of Murder,2003,131,"['Crime', 'Drama', 'Mystery']",Bong Joon Ho,8.1,206517.0,Roe-ha Kim,/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg,26000000.0
Memories of Murder,2003,131,"['Crime', 'Drama', 'Mystery']",Bong Joon Ho,8.1,206517.0,Jae-ho Song,/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg,26000000.0
The Science of Sleep,2006,105,"['Comedy', 'Drama', 'Fantasy']",Michel Gondry,7.2,70477.0,Gael García Bernal,/1qCq228LsNtUseCnNE7Naw6NBUz.jpg,9524340.0
The Science of Sleep,2006,105,"['Comedy', 'Drama', 'Fantasy']",Michel Gondry,7.2,70477.0,Charlotte Gainsbourg,/1qCq228LsNtUseCnNE7Naw6NBUz.jpg,9524340.0
The Science of Sleep,2006,105,"['Comedy', 'Drama', 'Fantasy']",Michel Gondry,7.2,70477.0,Miou-Miou,/1qCq228LsNtUseCnNE7Naw6NBUz.jpg,9524340.0
The Science of Sleep,2006,105,"['Comedy', 'Drama', 'Fantasy']",Michel Gondry,7.2,70477.0,Alain Chabat,/1qCq228LsNtUseCnNE7Naw6NBUz.jpg,9524340.0
Manmadhudu,2002,142,"['Comedy', 'Romance']",Vijay K. Bhaskar,8.3,4213.0,Nagarjuna Akkineni,/4oxYITnBr5TDfHUkbgNvUmIC6Sv.jpg,37000.0
Manmadhudu,2002,142,"['Comedy', 'Romance']",Vijay K. Bhaskar,8.3,4213.0,Sonali Bendre,/4oxYITnBr5TDfHUkbgNvUmIC6Sv.jpg,37000.0
Manmadhudu,2002,142,"['Comedy', 'Romance']",Vijay K. Bhaskar,8.3,4213.0,Anshu,/4oxYITnBr5TDfHUkbgNvUmIC6Sv.jpg,37000.0
Manmadhudu,2002,142,"['Comedy', 'Romance']",Vijay K. Bhaskar,8.3,4213.0,Chandramohan,/4oxYITnBr5TDfHUkbgNvUmIC6Sv.jpg,37000.0
Anchorman: The Legend of Ron Burgundy,2004,94,['Comedy'],Adam McKay,7.1,373111.0,Will Ferrell,/Rdzsh3s6waplhSD7PUaBJovB7v.jpg,90574188.0
Anchorman: The Legend of Ron Burgundy,2004,94,['Comedy'],Adam McKay,7.1,373111.0,Christina Applegate,/Rdzsh3s6waplhSD7PUaBJovB7v.jpg,90574188.0
Anchorman: The Legend of Ron Burgundy,2004,94,['Comedy'],Adam McKay,7.1,373111.0,Steve Carell,/Rdzsh3s6waplhSD7PUaBJovB7v.jpg,90574188.0
Anchorman: The Legend of Ron Burgundy,2004,94,['Comedy'],Adam McKay,7.1,373111.0,Paul Rudd,/Rdzsh3s6waplhSD7PUaBJovB7v.jpg,90574188.0
Bear Cub,2004,100,"['Comedy', 'Drama']",Miguel Albaladejo,7.1,3672.0,José Luis García-Pérez,/oAit5WpzApbgtJ1nJ95rl30zAuR.jpg,389486.0
Bear Cub,2004,100,"['Comedy', 'Drama']",Miguel Albaladejo,7.1,3672.0,David Castillo,/oAit5WpzApbgtJ1nJ95rl30zAuR.jpg,389486.0
Bear Cub,2004,100,"['Comedy', 'Drama']",Miguel Albaladejo,7.1,3672.0,Empar Ferrer,/oAit5WpzApbgtJ1nJ95rl30zAuR.jpg,389486.0
Bear Cub,2004,100,"['Comedy', 'Drama']",Miguel Albaladejo,7.1,3672.0,Elvira Lindo,/oAit5WpzApbgtJ1nJ95rl30zAuR.jpg,389486.0
The Secret Life of Walter Mitty,2013,114,"['Adventure', 'Comedy', 'Drama']",Ben Stiller,7.3,332451.0,Ben Stiller,/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,188133322.0
The Secret Life of Walter Mitty,2013,114,"['Adventure', 'Comedy', 'Drama']",Ben Stiller,7.3,332451.0,Kristen Wiig,/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,188133322.0
The Secret Life of Walter Mitty,2013,114,"['Adventure', 'Comedy', 'Drama']",Ben Stiller,7.3,332451.0,Jon Daly,/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,188133322.0
The Secret Life of Walter Mitty,2013,114,"['Adventure', 'Comedy', 'Drama']",Ben Stiller,7.3,332451.0,Kathryn Hahn,/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,188133322.0
The Machinist,2004,101,"['Drama', 'Thriller']",Brad Anderson,7.6,408957.0,Christian Bale,/diAYqR4xdF9Hnj7qun6DEQhRrT2.jpg,8203235.0
The Machinist,2004,101,"['Drama', 'Thriller']",Brad Anderson,7.6,408957.0,Jennifer Jason Leigh,/diAYqR4xdF9Hnj7qun6DEQhRrT2.jpg,8203235.0
The Machinist,2004,101,"['Drama', 'Thriller']",Brad Anderson,7.6,408957.0,Aitana Sánchez-Gijón,/diAYqR4xdF9Hnj7qun6DEQhRrT2.jpg,8203235.0
The Machinist,2004,101,"['Drama', 'Thriller']",Brad Anderson,7.6,408957.0,John Sharian,/diAYqR4xdF9Hnj7qun6DEQhRrT2.jpg,8203235.0
The Terminal,2004,128,"['Comedy', 'Drama', 'Romance']",Steven Spielberg,7.4,484673.0,Tom Hanks,/pXNomqKcKXAQbuWxehb2N3XFKfn.jpg,219417255.0
The Terminal,2004,128,"['Comedy', 'Drama', 'Romance']",Steven Spielberg,7.4,484673.0,Catherine Zeta-Jones,/pXNomqKcKXAQbuWxehb2N3XFKfn.jpg,219417255.0
The Terminal,2004,128,"['Comedy', 'Drama', 'Romance']",Steven Spielberg,7.4,484673.0,Chi McBride,/pXNomqKcKXAQbuWxehb2N3XFKfn.jpg,219417255.0
The Terminal,2004,128,"['Comedy', 'Drama', 'Romance']",Steven Spielberg,7.4,484673.0,Stanley Tucci,/pXNomqKcKXAQbuWxehb2N3XFKfn.jpg,219417255.0
The Life Aquatic with Steve Zissou,2004,119,"['Action', 'Adventure', 'Comedy']",Wes Anderson,7.2,207897.0,Bill Murray,/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg,34808403.0
The Life Aquatic with Steve Zissou,2004,119,"['Action', 'Adventure', 'Comedy']",Wes Anderson,7.2,207897.0,Owen Wilson,/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg,34808403.0
The Life Aquatic with Steve Zissou,2004,119,"['Action', 'Adventure', 'Comedy']",Wes Anderson,7.2,207897.0,Anjelica Huston,/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg,34808403.0
The Life Aquatic with Steve Zissou,2004,119,"['Action', 'Adventure', 'Comedy']",Wes Anderson,7.2,207897.0,Cate Blanchett,/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg,34808403.0
The Blind Swordsman: Zatoichi,2003,116,"['Action', 'Comedy', 'Crime']",Takeshi Kitano,7.5,51022.0,Takeshi Kitano,/iCIycswWbX1EDS6PYYBcR9ohrC.jpg,34196922.0
The Blind Swordsman: Zatoichi,2003,116,"['Action', 'Comedy', 'Crime']",Takeshi Kitano,7.5,51022.0,Tadanobu Asano,/iCIycswWbX1EDS6PYYBcR9ohrC.jpg,34196922.0
The Blind Swordsman: Zatoichi,2003,116,"['Action', 'Comedy', 'Crime']",Takeshi Kitano,7.5,51022.0,Yui Natsukawa,/iCIycswWbX1EDS6PYYBcR9ohrC.jpg,34196922.0
The Blind Swordsman: Zatoichi,2003,116,"['Action', 'Comedy', 'Crime']",Takeshi Kitano,7.5,51022.0,Michiyo Yasuda,/iCIycswWbX1EDS6PYYBcR9ohrC.jpg,34196922.0
Elephant,2003,81,"['Crime', 'Drama', 'Thriller']",Gus Van Sant,7.1,95852.0,Nicole George,/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,10012022.0
Elephant,2003,81,"['Crime', 'Drama', 'Thriller']",Gus Van Sant,7.1,95852.0,Elias McConnell,/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,10012022.0
Elephant,2003,81,"['Crime', 'Drama', 'Thriller']",Gus Van Sant,7.1,95852.0,Alex Frost,/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,10012022.0
Elephant,2003,81,"['Crime', 'Drama', 'Thriller']",Gus Van Sant,7.1,95852.0,Eric Deulen,/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,10012022.0
Elephant,2003,81,"['Crime', 'Drama', 'Thriller']",Gus Van Sant,7.1,95852.0,John Robinson,/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,10012022.0
Elephant,2003,81,"['Crime', 'Drama', 'Thriller']",Gus Van Sant,7.1,95852.0,Jordan Taylor,/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,10012022.0
Elephant,2003,81,"['Crime', 'Drama', 'Thriller']",Gus Van Sant,7.1,95852.0,Carrie Finn,/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,10012022.0
Shaun of the Dead,2004,99,"['Comedy', 'Horror']",Edgar Wright,7.9,583230.0,Simon Pegg,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,30097092.0
Shaun of the Dead,2004,99,"['Comedy', 'Horror']",Edgar Wright,7.9,583230.0,Nick Frost,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,30097092.0
Shaun of the Dead,2004,99,"['Comedy', 'Horror']",Edgar Wright,7.9,583230.0,Kate Ashfield,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,30097092.0
Shaun of the Dead,2004,99,"['Comedy', 'Horror']",Edgar Wright,7.9,583230.0,Lucy Davis,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,30097092.0
Harold & Kumar Go to White Castle,2004,88,"['Adventure', 'Comedy']",Danny Leiner,7.0,203445.0,John Cho,/5vO7R4xYlDipTp8gzfRbWegO8eb.jpg,23936908.0
Harold & Kumar Go to White Castle,2004,88,"['Adventure', 'Comedy']",Danny Leiner,7.0,203445.0,Kal Penn,/5vO7R4xYlDipTp8gzfRbWegO8eb.jpg,23936908.0
Harold & Kumar Go to White Castle,2004,88,"['Adventure', 'Comedy']",Danny Leiner,7.0,203445.0,Ethan Embry,/5vO7R4xYlDipTp8gzfRbWegO8eb.jpg,23936908.0
Harold & Kumar Go to White Castle,2004,88,"['Adventure', 'Comedy']",Danny Leiner,7.0,203445.0,Rob Tinkler,/5vO7R4xYlDipTp8gzfRbWegO8eb.jpg,23936908.0
The Squid and the Whale,2005,81,"['Comedy', 'Drama']",Noah Baumbach,7.3,88415.0,Owen Kline,/9NbXn1NMdfGM491V3EFjZADR9SX.jpg,11098131.0
The Squid and the Whale,2005,81,"['Comedy', 'Drama']",Noah Baumbach,7.3,88415.0,Jeff Daniels,/9NbXn1NMdfGM491V3EFjZADR9SX.jpg,11098131.0
The Squid and the Whale,2005,81,"['Comedy', 'Drama']",Noah Baumbach,7.3,88415.0,Laura Linney,/9NbXn1NMdfGM491V3EFjZADR9SX.jpg,11098131.0
The Squid and the Whale,2005,81,"['Comedy', 'Drama']",Noah Baumbach,7.3,88415.0,Jesse Eisenberg,/9NbXn1NMdfGM491V3EFjZADR9SX.jpg,11098131.0
Vaalee,1999,158,"['Romance', 'Thriller']",S.J. Suryah,7.9,3888.0,Ajith Kumar,/cQsQKr59eAzLYDYLp2mtU9OwW1S.jpg,500000.0
Vaalee,1999,158,"['Romance', 'Thriller']",S.J. Suryah,7.9,3888.0,Simran,/cQsQKr59eAzLYDYLp2mtU9OwW1S.jpg,500000.0
Vaalee,1999,158,"['Romance', 'Thriller']",S.J. Suryah,7.9,3888.0,Jyotika,/cQsQKr59eAzLYDYLp2mtU9OwW1S.jpg,500000.0
Vaalee,1999,158,"['Romance', 'Thriller']",S.J. Suryah,7.9,3888.0,Vivek,/cQsQKr59eAzLYDYLp2mtU9OwW1S.jpg,500000.0
Ong-Bak: The Thai Warrior,2003,108,"['Action', 'Crime', 'Thriller']",Prachya Pinkaew,7.1,77319.0,Tony Jaa,/oagqAwp48dMPoCT94yDJUDOCVPi.jpg,20112926.0
Ong-Bak: The Thai Warrior,2003,108,"['Action', 'Crime', 'Thriller']",Prachya Pinkaew,7.1,77319.0,Phetthai Vongkumlao,/oagqAwp48dMPoCT94yDJUDOCVPi.jpg,20112926.0
Ong-Bak: The Thai Warrior,2003,108,"['Action', 'Crime', 'Thriller']",Prachya Pinkaew,7.1,77319.0,Pumwaree Yodkamol,/oagqAwp48dMPoCT94yDJUDOCVPi.jpg,20112926.0
Ong-Bak: The Thai Warrior,2003,108,"['Action', 'Crime', 'Thriller']",Prachya Pinkaew,7.1,77319.0,Suchao Pongwilai,/oagqAwp48dMPoCT94yDJUDOCVPi.jpg,20112926.0
Infernal Affairs II,2003,119,"['Action', 'Crime', 'Drama']",Non renseigné,7.3,19350.0,Edison Chen,/q9MCjc4CMXju59slJEzYEtr7F3W.jpg,3208262.0
Infernal Affairs II,2003,119,"['Action', 'Crime', 'Drama']",Non renseigné,7.3,19350.0,Shawn Yue,/q9MCjc4CMXju59slJEzYEtr7F3W.jpg,3208262.0
Infernal Affairs II,2003,119,"['Action', 'Crime', 'Drama']",Non renseigné,7.3,19350.0,Anthony Chau-Sang Wong,/q9MCjc4CMXju59slJEzYEtr7F3W.jpg,3208262.0
Infernal Affairs II,2003,119,"['Action', 'Crime', 'Drama']",Non renseigné,7.3,19350.0,Francis Ng,/q9MCjc4CMXju59slJEzYEtr7F3W.jpg,3208262.0
Collateral,2004,120,"['Action', 'Crime', 'Drama']",Michael Mann,7.5,425313.0,Tom Cruise,/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,217764291.0
Collateral,2004,120,"['Action', 'Crime', 'Drama']",Michael Mann,7.5,425313.0,Jamie Foxx,/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,217764291.0
Collateral,2004,120,"['Action', 'Crime', 'Drama']",Michael Mann,7.5,425313.0,Jada Pinkett Smith,/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,217764291.0
Collateral,2004,120,"['Action', 'Crime', 'Drama']",Michael Mann,7.5,425313.0,Mark Ruffalo,/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,217764291.0
The Bourne Supremacy,2004,108,"['Action', 'Mystery', 'Thriller']",Paul Greengrass,7.7,480294.0,Matt Damon,/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg,288500217.0
The Bourne Supremacy,2004,108,"['Action', 'Mystery', 'Thriller']",Paul Greengrass,7.7,480294.0,Franka Potente,/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg,288500217.0
The Bourne Supremacy,2004,108,"['Action', 'Mystery', 'Thriller']",Paul Greengrass,7.7,480294.0,Joan Allen,/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg,288500217.0
The Bourne Supremacy,2004,108,"['Action', 'Mystery', 'Thriller']",Paul Greengrass,7.7,480294.0,Brian Cox,/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg,288500217.0
Team America: World Police,2004,98,"['Action', 'Comedy']",Trey Parker,7.2,176389.0,Trey Parker,/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg,50907422.0
